Field (Oe),Channel 1 Resistance (Ohm),Channel 1 Voltage (V),Channel 2 Resistance (Ohm),Channel 2 Voltage (V),Temperature (K),Current (A)
3000.0,-1958.7089799999997,-0.0391741796,-94554.9775,-1.89109955,300.0,20.0e-6
